year,gpu_name_clean,retail_price,used_price,wattage,vram,3dmark
2024,geforce rtx 2080 ti,0.0,265.0,250.0,11.0,14628
2024,geforce rtx 2080 ti,1299.0,259.0,250.0,11.0,14628
2024,geforce gtx 1660 ti,307.0,99.0,120.0,6.0,6373
2024,geforce gtx 1660 ti,307.0,94.0,120.0,6.0,6373
2024,geforce gtx 1660 ti,307.0,109.0,120.0,6.0,6373
2024,geforce gtx 1660 ti,307.0,102.0,120.0,6.0,6373
2024,geforce gtx 1660 super,222.0,121.0,125.0,6.0,6078
2024,geforce gtx 1660 super,229.0,114.0,125.0,6.0,6078
2024,geforce gtx 1660 super,225.0,110.0,125.0,6.0,6078
2024,geforce gtx 1660 super,220.0,100.0,125.0,6.0,6078
2024,geforce gtx 1660 super,208.0,97.0,125.0,6.0,6078
2024,geforce gtx 1660 super,224.0,95.0,125.0,6.0,6078
2024,geforce gtx 1660 super,234.0,95.0,125.0,6.0,6078
2024,geforce gtx 1660 super,252.0,93.0,125.0,6.0,6078
2024,geforce gtx 1660 super,264.0,88.0,125.0,6.0,6078
2024,geforce gtx 1650,149.0,50.0,75.0,4.0,3552
2024,geforce gtx 1660 super,255.0,86.0,125.0,6.0,6078
2024,geforce gtx 1660 super,237.0,90.0,125.0,6.0,6078
