 ,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Average of $/Mbyte (Y)",411041792,239494758.5*,67947725,5242880,NaN,NaN,NaN,3162505.6*,2642412,NaN,NaN,NaN,1115684.8*,734003,NaN,510907.6666666666*,399360,314573,179904,36176,36800,21973.33333,8616,6480,6639.5,3321.333333,2188,1355,477.5,230,158.4166667,346.7,316.6666667,78.4,43.75,31.45,31.225,35.59166667,31.63333333,15.735,3.460833333,1.114545455,1.202,1.031666667,0.338333333,0.205571429,0.142571429,0.167166667,0.15875,0.087571429,0.047333333,0.01775,0.01315,0.018866667,0.008216667,0.0046,0.006766667,0.0083,0.00522,0.003466667,0.005925,0.006122222,0.003383333,0.003058333,0.0034125,0.002554545,0.001555556,0.001586
